Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDW58,OUT049,2022.8077571054364
FDW14,OUT017,1065.760109267418
NCN55,OUT010,2256.6442568391094
FDQ58,OUT017,2059.457326816921
FDY38,OUT027,4913.419672077704
FDH56,OUT046,1917.9548573707862
FDL48,OUT018,1346.7695225710609
FDC48,OUT027,2771.3239668742654
FDN33,OUT045,1388.5601000094443
FDA36,OUT017,2549.141682958067
FDT44,OUT017,1357.8907871208175
FDQ56,OUT045,1215.0266791945096
NCC54,OUT019,2472.5409245018373
FDU11,OUT049,2097.0767227042006
DRL59,OUT013,708.8449256266697
FDM24,OUT049,2604.5652845081713
FDI57,OUT045,2978.6301621884772
DRC12,OUT018,3512.8417529727244
NCM42,OUT027,3167.4642953847083
FDA46,OUT010,1382.808349363308
FDA31,OUT013,2350.4585478999993
NCJ31,OUT035,3289.8703586080287
FDG52,OUT046,833.6950751610943
NCL19,OUT019,1268.3874140425228
FDS10,OUT035,2675.3494673927285
FDX22,OUT010,1945.683767950487
NCF19,OUT035,698.7600449357465
NCE06,OUT046,2470.493158526287
DRC27,OUT046,3797.5332931209928
FDE21,OUT035,1748.5471701661118
NCR42,OUT019,-435.1201219211662
FDX51,OUT018,3603.4743020578185
NCR06,OUT018,1310.7351351376142
FDU31,OUT027,4831.939349178108
FDU59,OUT017,2055.29873595246
FDR03,OUT027,4672.497675483395
FDS49,OUT027,2651.313173319547
FDD48,OUT010,457.4748567518816
NCF18,OUT017,2468.653312382137
NCD43,OUT027,3095.42501460182
NCD54,OUT018,2764.1012650013186
FDY19,OUT010,459.1562603178568
NCY54,OUT017,2048.8536993322477
NCL19,OUT018,2812.0083665905754
FDP23,OUT010,1973.111210591515
FDC26,OUT013,1389.4195721988135
FDR14,OUT010,-823.8191023319075
NCS41,OUT035,2677.6398036284813
FDF41,OUT035,3511.4091504009652
FDU34,OUT046,1958.457366689663
DRH11,OUT046,990.3786408011151
FDM03,OUT013,1312.558770124991
FDS31,OUT017,2441.84468469054
FDJ20,OUT017,1470.335719836551
FDV44,OUT027,4375.974597789551
FDG02,OUT049,3222.7468841716013
FDA09,OUT013,2543.129935668508
FDT04,OUT013,325.5081115755154
FDL58,OUT019,2939.7807357072156
FDE52,OUT045,1465.8403082010263
FDW12,OUT035,2198.687452953937
FDL51,OUT017,2935.529418390361
NCY42,OUT027,3659.389296934712
FDR07,OUT017,1080.3689255646277
FDN40,OUT045,2246.306513167814
FDB35,OUT027,2875.6439415442846
FDA22,OUT017,2098.436421503591
NCL06,OUT046,3999.2547903084364
FDI35,OUT013,2558.934271296787
NCW42,OUT045,3303.9872888065925
NCX06,OUT049,3074.189339964881
FDC37,OUT027,3144.0952423293434
FDZ14,OUT018,2484.27522054554
DRG49,OUT049,3993.3108228204032
NCG06,OUT045,3868.5256291420806
DRC36,OUT045,2708.5529883079407
FDV21,OUT019,543.5407695191516
FDB53,OUT046,2201.1202897635876
DRP47,OUT019,2558.8574735940065
FDA14,OUT013,1981.5541391508063
DRC24,OUT035,2310.4551452634055
FDW21,OUT018,2235.831592200725
NCH29,OUT046,1620.8334996545268
FDU58,OUT013,2744.4621668001564
FDY27,OUT017,2365.915455877231
FDV56,OUT035,1701.0578106044272
FDT59,OUT046,3629.7888949651947
FDB23,OUT046,3620.343930744408
FDR49,OUT045,575.1316475781484
FDB03,OUT010,2036.6545750010196
FDN39,OUT045,2519.753550179702
FDX02,OUT027,4805.97158925509
FDQ16,OUT027,3122.8081220972067
FDU35,OUT018,2039.8462500284231
NCT29,OUT013,1637.0810990533541
FDZ27,OUT046,926.6033937908687
FDN57,OUT017,1769.2907098300334
FDA03,OUT018,2826.915925979799
FDZ36,OUT045,2822.096857784509
NCU05,OUT013,1039.4325621916978
FDT39,OUT018,2977.0557238603433
FDK60,OUT017,1110.979404021116
FDZ25,OUT017,2295.288320960841
FDG12,OUT046,2092.908146603091
DRB01,OUT019,1833.9046658481666
NCC43,OUT027,5144.6355779552505
FDX13,OUT019,2752.417765085465
FDM22,OUT049,1204.6107774224297
