Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDW58,OUT049,1735.8992719626162
FDW14,OUT017,1262.9388238410593
NCN55,OUT010,542.9755395973153
FDQ58,OUT017,2336.3497827027018
FDY38,OUT027,5669.163351428568
FDH56,OUT046,1874.430959859155
FDL48,OUT018,754.5960957264955
FDC48,OUT027,2513.079854666666
FDN33,OUT045,1517.6348566210045
FDA36,OUT017,3035.8932718309848
FDT44,OUT017,1874.430959859155
FDQ56,OUT045,1349.2029098814226
NCC54,OUT019,542.9755395973153
FDU11,OUT049,2153.3142637362644
DRL59,OUT013,754.5960957264955
FDM24,OUT049,2410.0863865853667
FDI57,OUT045,2931.78876872038
DRC12,OUT018,3035.8932718309848
NCM42,OUT027,3175.335988157896
FDA46,OUT010,542.9755395973153
FDA31,OUT013,2736.9684298755183
NCJ31,OUT035,3969.7492749999974
FDG52,OUT046,754.5960957264955
NCL19,OUT019,286.4177705128205
FDS10,OUT035,3035.8932718309848
FDX22,OUT010,542.9755395973153
NCF19,OUT035,754.5960957264955
NCE06,OUT046,2753.324882397005
DRC27,OUT046,3828.653698245614
FDE21,OUT035,1874.430959859155
NCR42,OUT019,130.33349056603777
FDX51,OUT018,2931.78876872038
NCR06,OUT018,544.7908500000001
FDU31,OUT027,5669.163351428568
FDU59,OUT017,2460.4566630434783
FDR03,OUT027,5669.163351428568
FDS49,OUT027,2513.079854666666
FDD48,OUT010,286.4177705128205
NCF18,OUT017,3035.8932718309848
NCD43,OUT027,2513.079854666666
NCD54,OUT018,1961.813186982248
FDY19,OUT010,286.4177705128205
NCY54,OUT017,2997.407679041916
NCL19,OUT018,2559.2529541176473
FDP23,OUT010,542.9755395973153
FDC26,OUT013,1735.8992719626162
FDR14,OUT010,130.33349056603777
NCS41,OUT035,3035.8932718309848
FDF41,OUT035,3969.7492749999974
FDU34,OUT046,2153.3142637362644
DRH11,OUT046,876.3205797979801
FDM03,OUT013,1735.8992719626162
FDS31,OUT017,3035.8932718309848
